id,name,shortName,image_url
5a16b93dfcdbcbcae6687261,AN/PVS-14 Norotos Dual Dovetail Mount,DDT,https://assets.tarkov.dev/5a16b93dfcdbcbcae6687261-512.webp
5a16b9fffcdbcb0176308b34,Ops-Core FAST RAC Headset,RAC,https://assets.tarkov.dev/5a16b9fffcdbcb0176308b34-512.webp
5a16ba61fcdbcb098008728a,Ops-Core FAST Gunsight Mandible,Gunsight,https://assets.tarkov.dev/5a16ba61fcdbcb098008728a-512.webp
5a16badafcdbcb001865f72d,Ops-Core FAST Side Armor,FAST Ears,https://assets.tarkov.dev/5a16badafcdbcb001865f72d-512.webp
5a16bb52fcdbcb001a3b00dc,Wilcox Skull Lock head mount,Skull Lock,https://assets.tarkov.dev/5a16bb52fcdbcb001a3b00dc-512.webp
5a17f98cfcdbcb0980087290,Stechkin APS 9x18PM machine pistol,APS,https://assets.tarkov.dev/5a17f98cfcdbcb0980087290-512.webp
5a17fb03fcdbcbcae668728f,APS 9x18PM 20-round magazine,APS,https://assets.tarkov.dev/5a17fb03fcdbcbcae668728f-512.webp
5a17fb9dfcdbcbcae6687291,APB detachable wire stock,APB,https://assets.tarkov.dev/5a17fb9dfcdbcbcae6687291-512.webp
5a17fc70fcdbcb0176308b3d,APS bakelite side-pieces,APS bak.,https://assets.tarkov.dev/5a17fc70fcdbcb0176308b3d-512.webp
5a1eaa87fcdbcb001865f75e,Trijicon REAP-IR thermal scope,REAP-IR,https://assets.tarkov.dev/5a1eaa87fcdbcb001865f75e-512.webp
5a1eacb3fcdbcb09800872be,Trijicon REAP-IR scope eyecup,REAP-IR cup,https://assets.tarkov.dev/5a1eacb3fcdbcb09800872be-512.webp
5a1ead28fcdbcb001912fa9f,UNV DLOC-IRD sight mount,DLOC-IRD,https://assets.tarkov.dev/5a1ead28fcdbcb001912fa9f-512.webp
5a269f97c4a282000b151807,9x21mm PS gzh,PS,https://assets.tarkov.dev/5a269f97c4a282000b151807-512.webp
5a26abfac4a28232980eabff,9x21mm P gzh,P,https://assets.tarkov.dev/5a26abfac4a28232980eabff-512.webp
5a26ac06c4a282000c5a90a8,9x21mm PE gzh,PE,https://assets.tarkov.dev/5a26ac06c4a282000c5a90a8-512.webp
5a26ac0ec4a28200741e1e18,9x21mm BT gzh,BT,https://assets.tarkov.dev/5a26ac0ec4a28200741e1e18-512.webp
5a27b281c4a28200741e1e52,SR-1MP single rail mount,SR-1MP 1x,https://assets.tarkov.dev/5a27b281c4a28200741e1e52-512.webp
5a27b3d0c4a282000d721ec1,SR-1MP sound suppressor mount,SR-1MP mount,https://assets.tarkov.dev/5a27b3d0c4a282000d721ec1-512.webp
5a27b6bec4a282000e496f78,SR-1MP 9x21 sound suppressor,SR-1MP,https://assets.tarkov.dev/5a27b6bec4a282000e496f78-512.webp
5a27bad7c4a282000b15184b,SR-1MP quad rail mount,SR-1MP 4x,https://assets.tarkov.dev/5a27bad7c4a282000b15184b-512.webp
5a2a57cfc4a2826c6e06d44a,RDG-2B smoke grenade,RDG-2B,https://assets.tarkov.dev/5a2a57cfc4a2826c6e06d44a-512.webp
5a325c3686f7744273716c5b,Kalashnikov AKMN 7.62x39 assault rifle Default,AKMN Default,https://assets.tarkov.dev/5a325c3686f7744273716c5b-512.webp
5a327f4a86f774766866140b,Kalashnikov AKMS 7.62x39 assault rifle Default,AKMS Default,https://assets.tarkov.dev/5a327f4a86f774766866140b-512.webp
5a327f6386f77479010da870,Serdyukov SR-1MP Gyurza 9x21 pistol Default,SR-1MP Default,https://assets.tarkov.dev/5a327f6386f77479010da870-512.webp
5a327f7286f7747668661419,Serdyukov SR-1MP Gyurza 9x21 pistol Tactical 1,SR-1MP Tactical 1,https://assets.tarkov.dev/5a327f7286f7747668661419-512.webp
5a327f7c86f77475187e509a,Serdyukov SR-1MP Gyurza 9x21 pistol Tactical 2,SR-1MP Tactical 2,https://assets.tarkov.dev/5a327f7c86f77475187e509a-512.webp
5a327f9086f77475187e50a9,Kalashnikov AKM 7.62x39 assault rifle 2k17 NY,AKM 2k17 NY,https://assets.tarkov.dev/5a327f9086f77475187e50a9-512.webp
5a32808386f774764a3226d9,Colt M4A1 5.56x45 assault rifle 2k17 NY,M4A1 2k17 NY,https://assets.tarkov.dev/5a32808386f774764a3226d9-512.webp
5a329052c4a28200741e22d3,R11 RSASS handguard,RSASS,https://assets.tarkov.dev/5a329052c4a28200741e22d3-512.webp
5a32a064c4a28200741e22de,SilencerCo Osprey 9 9x19 sound suppressor,Osprey 9,https://assets.tarkov.dev/5a32a064c4a28200741e22de-512.webp
5a32aa0cc4a28232996e405f,P226 Trijicon RMR mount,RM50,https://assets.tarkov.dev/5a32aa0cc4a28232996e405f-512.webp
5a32aa8bc4a2826c6e06d737,Trijicon RMR reflex sight,RMR,https://assets.tarkov.dev/5a32aa8bc4a2826c6e06d737-512.webp
5a339805c4a2826c6e06d73d,AR-15 Magpul MIAD pistol grip (FDE),MIAD,https://assets.tarkov.dev/5a339805c4a2826c6e06d73d-512.webp
5a33a8ebc4a282000c5a950d,Alpha Dog Alpha 9 9x19 sound suppressor,Alpha 9,https://assets.tarkov.dev/5a33a8ebc4a282000c5a950d-512.webp
5a33b2c9c4a282000c5a9511,Trijicon RMR low profile mount,RM33,https://assets.tarkov.dev/5a33b2c9c4a282000c5a9511-512.webp
5a33b652c4a28232996e407c,Trijicon RMR high profile mount,AC32062,https://assets.tarkov.dev/5a33b652c4a28232996e407c-512.webp
5a33bab6c4a28200741e22f8,Trijicon RMR mount for ACOG scopes,RM35,https://assets.tarkov.dev/5a33bab6c4a28200741e22f8-512.webp
5a33ca0fc4a282000d72292f,AR-15 Colt A2 buffer tube,Colt A2,https://assets.tarkov.dev/5a33ca0fc4a282000d72292f-512.webp
5a33cae9c4a28232980eb086,AR-15 Magpul PRS GEN2 stock (FDE),PRS GEN2,https://assets.tarkov.dev/5a33cae9c4a28232980eb086-512.webp
5a33e75ac4a2826c6e06d759,AR-15 Hera Arms CQR pistol grip/buttstock,CQR AR15,https://assets.tarkov.dev/5a33e75ac4a2826c6e06d759-512.webp
5a34f7f1c4a2826c6e06d75d,AR-10 7.62x51 18 inch barrel,"AR-10 18""",https://assets.tarkov.dev/5a34f7f1c4a2826c6e06d75d-512.webp
5a34fae7c4a2826c6e06d760,AR-10 7.62x51 22 inch barrel,"AR-10 22""",https://assets.tarkov.dev/5a34fae7c4a2826c6e06d760-512.webp
5a34fbadc4a28200741e230a,AR-10 JP Enterprises Gas System-6,GS-6,https://assets.tarkov.dev/5a34fbadc4a28200741e230a-512.webp
5a34fd2bc4a282329a73b4c5,AR-10 AAC Blackout 51T 7.62x51 flash hider,51T 762,https://assets.tarkov.dev/5a34fd2bc4a282329a73b4c5-512.webp
5a34fe59c4a282000b1521a2,AAC 762-SDN-6 multi-caliber sound suppressor,SDN-6,https://assets.tarkov.dev/5a34fe59c4a282000b1521a2-512.webp
5a3501acc4a282000d72293a,AR-10 7.62x51 Magpul PMAG 20 SR-LR GEN M3 20-round magazine,PMAG 7.62,https://assets.tarkov.dev/5a3501acc4a282000d72293a-512.webp
5a351711c4a282000b1521a4,HK MP5 9x19 X Products X-5 50-round drum magazine,X-5 MP5,https://assets.tarkov.dev/5a351711c4a282000b1521a4-512.webp
5a367e5dc4a282000e49738f,Remington R11 RSASS 7.62x51 marksman rifle,RSASS,https://assets.tarkov.dev/5a367e5dc4a282000e49738f-512.webp
5a37ca54c4a282000d72296a,JP Enterprises Flat-Top 30mm ring scope mount,JP 30mm,https://assets.tarkov.dev/5a37ca54c4a282000d72296a-512.webp
5a37cb10c4a282329a73b4e7,Leupold Mark 4 LR 6.5-20x50 30mm riflescope,6.5-20x50,https://assets.tarkov.dev/5a37cb10c4a282329a73b4e7-512.webp
5a38e6bac4a2826c6e06d79b,TOZ-106 20ga bolt-action shotgun,TOZ-106,https://assets.tarkov.dev/5a38e6bac4a2826c6e06d79b-512.webp
5a38ebd9c4a282000d722a5b,20/70 7.5mm buckshot,7.5mm,https://assets.tarkov.dev/5a38ebd9c4a282000d722a5b-512.webp
5a38ed75c4a28232996e40c6,TOZ-106 20ga MTs 20-01 Sb.3 4-shot magazine,Sb.3x4,https://assets.tarkov.dev/5a38ed75c4a28232996e40c6-512.webp
5a38ee51c4a282000c5a955c,TOZ-106 20ga MTs 20-01 Sb.3 2-shot magazine,20-01 Sb.3x2,https://assets.tarkov.dev/5a38ee51c4a282000c5a955c-512.webp
5a38eecdc4a282329a73b512,TOZ-106 002 pistol grip,TOZ106,https://assets.tarkov.dev/5a38eecdc4a282329a73b512-512.webp
5a38ef1fc4a282000b1521f6,TOZ-106 stock,TOZ106,https://assets.tarkov.dev/5a38ef1fc4a282000b1521f6-512.webp
5a398ab9c4a282000c5a9842,Ops-Core Single Clamp Rail Adapter mount,SCRA,https://assets.tarkov.dev/5a398ab9c4a282000c5a9842-512.webp
5a398b75c4a282000a51a266,Ops-Core Picatinny Rail Adapter mount,PRA,https://assets.tarkov.dev/5a398b75c4a282000a51a266-512.webp
5a3a859786f7747e2305e8bf,TOZ-106 20ga bolt-action shotgun Default,TOZ-106 Default,https://assets.tarkov.dev/5a3a859786f7747e2305e8bf-512.webp
5a3a85af86f774745637d46c,Remington R11 RSASS 7.62x51 marksman rifle Default,RSASS Default,https://assets.tarkov.dev/5a3a85af86f774745637d46c-512.webp
5a3b898486f77467720a2f29,Wilcox Skull Lock head mount PVS-14,Skull Lock PVS-14,https://assets.tarkov.dev/5a3b898486f77467720a2f29-512.webp
5a3c16fe86f77452b62de32a,9x19mm Luger CCI,Luger CCI,https://assets.tarkov.dev/5a3c16fe86f77452b62de32a-512.webp
5a43943586f77416ad2f06e2,Ded Moroz hat,Hat,https://assets.tarkov.dev/5a43943586f77416ad2f06e2-512.webp
5a43957686f7742a2c2f11b0,Santa hat,Hat,https://assets.tarkov.dev/5a43957686f7742a2c2f11b0-512.webp
5a43a85186f7746c914b947a,Kalashnikov AKS-74UN 5.45x39 assault rifle Zenit,AKS-74UN Zenit,https://assets.tarkov.dev/5a43a85186f7746c914b947a-512.webp
5a43a86d86f7746c9d7395e8,SIG P226R 9x19 pistol Tactical,P226R Tactical,https://assets.tarkov.dev/5a43a86d86f7746c9d7395e8-512.webp
5a5f1ce64f39f90b401987bc,Zenit Klesch-2IKS IR illuminator with laser,K-2IKS,https://assets.tarkov.dev/5a5f1ce64f39f90b401987bc-512.webp
5a6086ea4f39f99cd479502f,7.62x51mm M61,M61,https://assets.tarkov.dev/5a6086ea4f39f99cd479502f-512.webp
5a608bf24f39f98ffc77720e,7.62x51mm M62 Tracer,M62,https://assets.tarkov.dev/5a608bf24f39f98ffc77720e-512.webp
5a69a2ed8dc32e000d46d1f1,AS VAL Rotor 43 pistol grip with buffer tube,R43 VAL,https://assets.tarkov.dev/5a69a2ed8dc32e000d46d1f1-512.webp
5a6b585a8dc32e5a9c28b4f1,Glock 9x19 Lone Wolf AlphaWolf thread protector,G AW thr.,https://assets.tarkov.dev/5a6b585a8dc32e5a9c28b4f1-512.webp
5a6b592c8dc32e00094b97bf,Glock 9x19 Double Diamond thread protector,G DD thr.,https://assets.tarkov.dev/5a6b592c8dc32e00094b97bf-512.webp
5a6b59a08dc32e000b452fb7,Glock SAI 9x19 thread protector,G SAI thr.,https://assets.tarkov.dev/5a6b59a08dc32e000b452fb7-512.webp
5a6b5b8a8dc32e001207faf3,Glock 9x19 Lone Wolf AlphaWolf 114mm threaded barrel,G AW thr.,https://assets.tarkov.dev/5a6b5b8a8dc32e001207faf3-512.webp
5a6b5e468dc32e001207faf5,Glock 9x19 Double Diamond 114mm threaded barrel,G DD thr.,https://assets.tarkov.dev/5a6b5e468dc32e001207faf5-512.webp
5a6b5ed88dc32e000c52ec86,Glock 9x19 SAI 114mm threaded barrel,G SAI,https://assets.tarkov.dev/5a6b5ed88dc32e000c52ec86-512.webp
5a6b5f868dc32e000a311389,Glock 17 9x19 114mm barrel,G17,https://assets.tarkov.dev/5a6b5f868dc32e000a311389-512.webp
5a6b60158dc32e000a31138b,Glock 17 9x19 114mm compensated barrel,G17 comp,https://assets.tarkov.dev/5a6b60158dc32e000a31138b-512.webp
5a6f58f68dc32e000a311390,Glock front sight,Glock FS,https://assets.tarkov.dev/5a6f58f68dc32e000a311390-512.webp
5a6f5d528dc32e00094b97d9,Glock rear sight,Glock RS,https://assets.tarkov.dev/5a6f5d528dc32e00094b97d9-512.webp
5a6f5e048dc32e00094b97da,Glock 17 pistol slide,G17,https://assets.tarkov.dev/5a6f5e048dc32e00094b97da-512.webp
5a6f5f078dc32e00094b97dd,Glock Viper Cut pistol slide,G ViperCut,https://assets.tarkov.dev/5a6f5f078dc32e00094b97dd-512.webp
5a702d198dc32e000b452fc3,Glock Lone Wolf AlphaWolf pistol slide,G AW,https://assets.tarkov.dev/5a702d198dc32e000b452fc3-512.webp
5a7033908dc32e000a311392,Glock Lone Wolf AlphaWolf Custom pistol slide,G AW C,https://assets.tarkov.dev/5a7033908dc32e000a311392-512.webp
5a70366c8dc32e001207fb06,Glock 9x19 Double Diamond flash hider,G DD FH,https://assets.tarkov.dev/5a70366c8dc32e001207fb06-512.webp
5a7037338dc32e000d46d257,Glock 9x19 CARVER Custom Decelerator 3 Port compensator,G 3Port,https://assets.tarkov.dev/5a7037338dc32e000d46d257-512.webp
5a705e128dc32e000d46d258,Glock 9x19 Lone Wolf AlphaWolf Bullnose compensator,G AW,https://assets.tarkov.dev/5a705e128dc32e000d46d258-512.webp
5a718b548dc32e000d46d262,Glock 9x19 17-round magazine,Glock 9x19,https://assets.tarkov.dev/5a718b548dc32e000d46d262-512.webp
5a718da68dc32e000d46d264,Glock 9x19 Magpul PMAG GL9 21-round magazine,GL9,https://assets.tarkov.dev/5a718da68dc32e000d46d264-512.webp
5a718f958dc32e00094b97e7,Glock 9x19 SGM Tactical 50-round drum magazine,G SGMT,https://assets.tarkov.dev/5a718f958dc32e00094b97e7-512.webp
5a71e0048dc32e000c52ecc8,Glock ZEV Tech front sight,G ZT FS,https://assets.tarkov.dev/5a71e0048dc32e000c52ecc8-512.webp
5a71e0fb8dc32e00094b97f2,Glock ZEV Tech rear sight,G ZT RS,https://assets.tarkov.dev/5a71e0fb8dc32e00094b97f2-512.webp
5a71e1868dc32e00094b97f3,Glock ZEV Tech sight mount cap,G ZT cap,https://assets.tarkov.dev/5a71e1868dc32e00094b97f3-512.webp
5a71e22f8dc32e00094b97f4,Glock ZEV Tech HEX Gen3 RMR pistol slide,G ZT HEX,https://assets.tarkov.dev/5a71e22f8dc32e00094b97f4-512.webp
5a71e4f48dc32e001207fb26,Glock ZEV Tech HEX Spartan RMR pistol slide,G ZT Spartan,https://assets.tarkov.dev/5a71e4f48dc32e001207fb26-512.webp
5a7828548dc32e5a9c28b516,Remington Model 870 12ga pump-action shotgun,M870,https://assets.tarkov.dev/5a7828548dc32e5a9c28b516-512.webp
5a787ebcc5856700142fdd98,M870 12ga 508mm barrel with a fixed sight,M870 508mm FS,https://assets.tarkov.dev/5a787ebcc5856700142fdd98-512.webp
5a787f25c5856700186c4ab9,M870 12ga 355mm barrel,M870 355mm,https://assets.tarkov.dev/5a787f25c5856700186c4ab9-512.webp
5a787f7ac5856700177af660,M870 12ga 508mm barrel,M870 508mm,https://assets.tarkov.dev/5a787f7ac5856700177af660-512.webp
5a787fadc5856700155a6ca1,M870 12ga 660mm vent rib barrel,M870 660mm,https://assets.tarkov.dev/5a787fadc5856700155a6ca1-512.webp
5a787fdfc5856700142fdd9a,M870 12ga sawed-off 325mm barrel,M870 325mm,https://assets.tarkov.dev/5a787fdfc5856700142fdd9a-512.webp
5a788031c585673f2b5c1c79,M870 FAB Defense PR-870 forestock,PR-870,https://assets.tarkov.dev/5a788031c585673f2b5c1c79-512.webp
5a788068c5856700137e4c8f,M870 Magpul MOE handguard,MOE 870,https://assets.tarkov.dev/5a788068c5856700137e4c8f-512.webp
5a788089c5856700142fdd9c,M870 SpeedFeed Short handguard,870 SFeed,https://assets.tarkov.dev/5a788089c5856700142fdd9c-512.webp
5a7880d0c5856700142fdd9d,M870 SPS polymer stock,M870 SPS,https://assets.tarkov.dev/5a7880d0c5856700142fdd9d-512.webp
5a78813bc5856700186c4abe,M870 Magpul SGA polymer stock,M870 SGA,https://assets.tarkov.dev/5a78813bc5856700186c4abe-512.webp
5a788169c5856700142fdd9e,M870 Shockwave Raptor grip,870 Raptor,https://assets.tarkov.dev/5a788169c5856700142fdd9e-512.webp
5a7882dcc5856700177af662,M870 12ga 4-shell magazine cap,M870x4,https://assets.tarkov.dev/5a7882dcc5856700177af662-512.webp
5a78830bc5856700137e4c90,M870 12ga 7-shell magazine,M870x7,https://assets.tarkov.dev/5a78830bc5856700137e4c90-512.webp
5a78832ec5856700155a6ca3,M870 12ga 10-shell magazine,M870x10,https://assets.tarkov.dev/5a78832ec5856700155a6ca3-512.webp
5a789261c5856700186c65d3,M870 Mesa Tactical magazine clamp,MT Clamp,https://assets.tarkov.dev/5a789261c5856700186c65d3-512.webp
5a7893c1c585673f2b5c374d,M870 Leapers UTG PRO MTU-028SG rail,MTU-028SG,https://assets.tarkov.dev/5a7893c1c585673f2b5c374d-512.webp
5a78948ec5856700177b1124,M870 XS SHOTRAIL rail with Ghost Ring rear sight,M870 XS,https://assets.tarkov.dev/5a78948ec5856700177b1124-512.webp
5a7ad0c451dfba0013379712,Glock 9x19 CARVER Custom 4 Port compensator,G 4Port,https://assets.tarkov.dev/5a7ad0c451dfba0013379712-512.webp
5a7ad1fb51dfba0013379715,Glock 9x19 Lone Wolf LWD-COMP9 compensator,LWD-COMP9,https://assets.tarkov.dev/5a7ad1fb51dfba0013379715-512.webp
5a7ad2e851dfba0016153692,"Glock 9x19 ""Big Stick"" 33-round magazine",Big Stick,https://assets.tarkov.dev/5a7ad2e851dfba0016153692-512.webp
5a7ad4af51dfba0013379717,Glock Aimtech mount base,G AT base,https://assets.tarkov.dev/5a7ad4af51dfba0013379717-512.webp
5a7ad55551dfba0015068f42,Glock Aimtech Tiger Shark sight mount,G TShark,https://assets.tarkov.dev/5a7ad55551dfba0015068f42-512.webp
5a7ad74e51dfba0015068f45,Glock 9x19 Fischer Development FD917 sound suppressor,G FD917,https://assets.tarkov.dev/5a7ad74e51dfba0015068f45-512.webp
5a7ae0c351dfba0017554310,Glock 17 9x19 pistol,Glock 17,https://assets.tarkov.dev/5a7ae0c351dfba0017554310-512.webp
5a7afa25e899ef00135e31b0,Glock Polymer80 PS9 pistol slide,G PS9,https://assets.tarkov.dev/5a7afa25e899ef00135e31b0-512.webp
5a7b32a2e899ef00135e345a,Glock 9x19 Strike Industries G4 SlideComp compensator,G G4,https://assets.tarkov.dev/5a7b32a2e899ef00135e345a-512.webp
5a7b483fe899ef0016170d15,SureFire XC1 tactical flashlight,XC1,https://assets.tarkov.dev/5a7b483fe899ef0016170d15-512.webp
5a7b4900e899ef197b331a2a,UM Tactical UM3 pistol sight mount,UM3,https://assets.tarkov.dev/5a7b4900e899ef197b331a2a-512.webp
5a7b4960e899ef197b331a2d,Glock Pachmayr Tactical Grip Glove,G TGG,https://assets.tarkov.dev/5a7b4960e899ef197b331a2d-512.webp
5a7c147ce899ef00150bd8b8,AR-15 Vendetta Precision VP-09 Interceptor 5.56x45 muzzle brake,VP-09,https://assets.tarkov.dev/5a7c147ce899ef00150bd8b8-512.webp
5a7c4850e899ef00150be885,6B47 Ratnik-BSh helmet (Olive Drab),6B47,https://assets.tarkov.dev/5a7c4850e899ef00150be885-512.webp
5a7c74b3e899ef0014332c29,NSPU-M 3.5x dovetail night vision scope,NSPU-M,https://assets.tarkov.dev/5a7c74b3e899ef0014332c29-512.webp
5a7d90eb159bd400165484f1,Glock Dead Ringer Snake Eye front sight,G SE FS,https://assets.tarkov.dev/5a7d90eb159bd400165484f1-512.webp
5a7d9104159bd400134c8c21,Glock TruGlo TFX front sight,G TFX FS,https://assets.tarkov.dev/5a7d9104159bd400134c8c21-512.webp
5a7d9122159bd4001438dbf4,Glock Dead Ringer Snake Eye rear sight,G SE RS,https://assets.tarkov.dev/5a7d9122159bd4001438dbf4-512.webp
5a7d912f159bd400165484f3,Glock TruGlo TFX rear sight,G TFX RS,https://assets.tarkov.dev/5a7d912f159bd400165484f3-512.webp
5a7dbfc1159bd40016548fde,Hera Arms CQR tactical foregrip,CQR,https://assets.tarkov.dev/5a7dbfc1159bd40016548fde-512.webp
5a800961159bd4315e3a1657,Glock GTL 21 tactical flashlight with laser,GTL 21,https://assets.tarkov.dev/5a800961159bd4315e3a1657-512.webp
5a8036fb86f77407252ddc02,Shoreline plan map,Shoreline,https://assets.tarkov.dev/5a8036fb86f77407252ddc02-512.webp
5a80a29286f7742b25692012,Shoreline Health Resort plan map,Resort,https://assets.tarkov.dev/5a80a29286f7742b25692012-512.webp
5a88acfb86f77457fd2c0d8f,Glock 17 9x19 pistol Default,Glock 17 Default,https://assets.tarkov.dev/5a88acfb86f77457fd2c0d8f-512.webp
5a88ad7b86f77479aa7226af,Glock 17 9x19 pistol Tac 3,Glock 17 Tac 3,https://assets.tarkov.dev/5a88ad7b86f77479aa7226af-512.webp
5a88ae4a86f77457fd2c0dae,Glock 17 9x19 pistol Viper,Glock 17 Viper,https://assets.tarkov.dev/5a88ae4a86f77457fd2c0dae-512.webp
5a88aed086f77476cd391963,Glock 17 9x19 pistol Fischer,Glock 17 Fischer,https://assets.tarkov.dev/5a88aed086f77476cd391963-512.webp
5a88af5086f77411a871682c,Glock 17 9x19 pistol Tac 2,Glock 17 Tac 2,https://assets.tarkov.dev/5a88af5086f77411a871682c-512.webp
5a88afdc86f7746de12fcc20,Glock 17 9x19 pistol Alpha Wolf,Glock 17 Alpha Wolf,https://assets.tarkov.dev/5a88afdc86f7746de12fcc20-512.webp
5a88b0f686f77416370eca3e,Glock 17 9x19 pistol Hex,Glock 17 Hex,https://assets.tarkov.dev/5a88b0f686f77416370eca3e-512.webp
5a88b1f686f774159949926e,Glock 17 9x19 pistol Spartan,Glock 17 Spartan,https://assets.tarkov.dev/5a88b1f686f774159949926e-512.webp
5a8ae21486f774377b73cf5d,Kalashnikov AKM 7.62x39 assault rifle T-OPS,AKM T-OPS,https://assets.tarkov.dev/5a8ae21486f774377b73cf5d-512.webp
5a8ae36686f774377d6ce226,Colt M4A1 5.56x45 assault rifle Space Trooper,M4A1 Space Trooper,https://assets.tarkov.dev/5a8ae36686f774377d6ce226-512.webp
5a8ae43686f774377b73cfb3,SIG MPX 9x19 submachine gun MQB,MPX MQB,https://assets.tarkov.dev/5a8ae43686f774377b73cfb3-512.webp
5a8ae54786f7743b5e013ba0,MP-133 12ga pump-action shotgun Tactical,MP-133 Tactical,https://assets.tarkov.dev/5a8ae54786f7743b5e013ba0-512.webp
5a8ae65f86f774377a23ed55,PP-19-01 Vityaz 9x19 submachine gun Zenit,PP-19-01 Zenit,https://assets.tarkov.dev/5a8ae65f86f774377a23ed55-512.webp
5a8ae73886f7747b2e6e1416,Colt M4A1 5.56x45 assault rifle SOPMOD II,M4A1 SOPMOD II,https://assets.tarkov.dev/5a8ae73886f7747b2e6e1416-512.webp
5a9548c9159bd400133e97b3,HK MP5 B&T TL-99 aluminum handguard,TL-99,https://assets.tarkov.dev/5a9548c9159bd400133e97b3-512.webp
5a957c3fa2750c00137fa5f7,AKS-74U CAA XRSU47SU tactical handguard,XRSU47SU,https://assets.tarkov.dev/5a957c3fa2750c00137fa5f7-512.webp
5a966ec8a2750c00171b3f36,HK MP5 B&T tri-rail receiver mount,B&T 3x,https://assets.tarkov.dev/5a966ec8a2750c00171b3f36-512.webp
5a966f51a2750c00156aacf6,SOK-12 12ga SAI-02 10-round magazine,SAI-02,https://assets.tarkov.dev/5a966f51a2750c00156aacf6-512.webp
5a9685b1a2750c0032157104,Glock Moto Cut pistol slide,G MotoCut,https://assets.tarkov.dev/5a9685b1a2750c0032157104-512.webp
5a9d56c8a2750c0032157146,AK Strike Industries TRAX 1 handguard,TRAX 1,https://assets.tarkov.dev/5a9d56c8a2750c0032157146-512.webp
5a9d6d00a2750c5c985b5305,Strike Industries KeyMod 4 inch rail,"SI 4""",https://assets.tarkov.dev/5a9d6d00a2750c5c985b5305-512.webp
5a9d6d13a2750c00164f6b03,Strike Industries KeyMod 6 inch rail,"SI 6""",https://assets.tarkov.dev/5a9d6d13a2750c00164f6b03-512.webp
5a9d6d21a2750c00137fa649,Strike Industries TRAX bridge rail,TRAX Bridge,https://assets.tarkov.dev/5a9d6d21a2750c00137fa649-512.webp
5a9d6d34a2750c00141e07da,AK Strike Industries TRAX 2 handguard extension,TRAX 2,https://assets.tarkov.dev/5a9d6d34a2750c00141e07da-512.webp
5a9e81fba2750c00164f6b11,VSS/VAL 9x39 SR3M.130 30-round magazine,SR3M.130,https://assets.tarkov.dev/5a9e81fba2750c00164f6b11-512.webp
5a9ea27ca2750c00137fa672,AK Spikes Tactical Dynacomp 7.62x39 muzzle brake-compensator,Dynacomp AK,https://assets.tarkov.dev/5a9ea27ca2750c00137fa672-512.webp
5a9eb32da2750c00171b3f9c,AR-15 FAB Defense GL-SHOCK buttstock,GL-SHOCK,https://assets.tarkov.dev/5a9eb32da2750c00171b3f9c-512.webp
5a9fb739a2750c003215717f,Rotor 43 9x19 sound suppressor,R43 9x19,https://assets.tarkov.dev/5a9fb739a2750c003215717f-512.webp
5a9fbacda2750c00141e080f,Rotor 43 7.62x39 sound suppressor,R43 7.62x39,https://assets.tarkov.dev/5a9fbacda2750c00141e080f-512.webp
5a9fbb74a2750c0032157181,Rotor 43 .366 TKM sound suppressor,R43 .366TKM,https://assets.tarkov.dev/5a9fbb74a2750c0032157181-512.webp
5a9fbb84a2750c00137fa685,Rotor 43 5.56x45 sound suppressor,R43 556,https://assets.tarkov.dev/5a9fbb84a2750c00137fa685-512.webp
5a9fc7e6a2750c0032157184,VSS/VAL Zenit B-3 mount combo,B-3,https://assets.tarkov.dev/5a9fc7e6a2750c0032157184-512.webp
5aa2a7e8e5b5b00016327c16,USEC baseball cap (Coyote),USEC,https://assets.tarkov.dev/5aa2a7e8e5b5b00016327c16-512.webp
5aa2b87de5b5b00016327c25,BEAR baseball cap (Olive Drab),BEAR,https://assets.tarkov.dev/5aa2b87de5b5b00016327c25-512.webp
5aa2b89be5b5b0001569311f,EMERCOM cap,EMERCOM,https://assets.tarkov.dev/5aa2b89be5b5b0001569311f-512.webp
5aa2b8d7e5b5b00014028f4a,Police cap,Police,https://assets.tarkov.dev/5aa2b8d7e5b5b00014028f4a-512.webp
5aa2b923e5b5b000137b7589,Round frame sunglasses,RGlasses,https://assets.tarkov.dev/5aa2b923e5b5b000137b7589-512.webp
5aa2b986e5b5b00014028f4c,Dundukk sport sunglasses,Dundukk,https://assets.tarkov.dev/5aa2b986e5b5b00014028f4c-512.webp
5aa2b9aee5b5b00015693121,RayBench Hipster Reserve sunglasses,RayBench,https://assets.tarkov.dev/5aa2b9aee5b5b00015693121-512.webp
5aa2b9ede5b5b000137b758b,Kinda cowboy hat,Cowboy,https://assets.tarkov.dev/5aa2b9ede5b5b000137b758b-512.webp
5aa2ba19e5b5b00014028f4e,Tactical fleece beanie (Tan),Fleece,https://assets.tarkov.dev/5aa2ba19e5b5b00014028f4e-512.webp
5aa2ba46e5b5b000137b758d,UX PRO beanie,UXPRO,https://assets.tarkov.dev/5aa2ba46e5b5b000137b758d-512.webp
5aa2ba71e5b5b000137b758f,MSA Sordin Supreme PRO-X/L headset,Sordin,https://assets.tarkov.dev/5aa2ba71e5b5b000137b758f-512.webp
5aa66a9be5b5b0214e506e89,Nightforce Magmount 34mm ring scope mount,NF 34mm,https://assets.tarkov.dev/5aa66a9be5b5b0214e506e89-512.webp
